Date,Close
6/15/2017 16:00:00,89.79
6/16/2017 16:00:00,89.82
6/19/2017 16:00:00,89.41
6/20/2017 16:00:00,89.26
6/21/2017 16:00:00,89.24
6/22/2017 16:00:00,88.31
6/23/2017 16:00:00,88.08
6/26/2017 16:00:00,88.42
6/27/2017 16:00:00,88.17
6/28/2017 16:00:00,88.58
6/29/2017 16:00:00,88.13
6/30/2017 16:00:00,88.44
7/3/2017 16:00:00,88.63
7/5/2017 16:00:00,88.81
7/6/2017 16:00:00,88.72
7/7/2017 16:00:00,89.19
7/10/2017 16:00:00,88.85
7/11/2017 16:00:00,87.94
7/12/2017 16:00:00,88.2
7/13/2017 16:00:00,88.6
7/14/2017 16:00:00,89.05
7/17/2017 16:00:00,88.49
7/18/2017 16:00:00,88.88
7/19/2017 16:00:00,89.25
7/20/2017 16:00:00,89.22
7/21/2017 16:00:00,89.16
7/24/2017 16:00:00,89.77
7/25/2017 16:00:00,90.21
7/26/2017 16:00:00,89.4
7/27/2017 16:00:00,89.68
7/28/2017 16:00:00,90.5
7/31/2017 16:00:00,91
8/1/2017 16:00:00,91
8/2/2017 16:00:00,94.16
8/3/2017 16:00:00,93.93
8/4/2017 16:00:00,94.22
8/7/2017 16:00:00,94.24
8/8/2017 16:00:00,94.21
8/9/2017 16:00:00,94.7
8/10/2017 16:00:00,94.16
8/11/2017 16:00:00,93.95
8/14/2017 16:00:00,94.42
8/15/2017 16:00:00,94.38
8/16/2017 16:00:00,94.38
8/17/2017 16:00:00,93.33
8/18/2017 16:00:00,92.92
8/21/2017 16:00:00,92.72
8/22/2017 16:00:00,93.77
8/23/2017 16:00:00,93.18
8/24/2017 16:00:00,91.54
8/25/2017 16:00:00,92.02
8/28/2017 16:00:00,90.65
8/29/2017 16:00:00,90.82
8/30/2017 16:00:00,90.07
8/31/2017 16:00:00,90.5
9/1/2017 16:00:00,89.78
9/5/2017 16:00:00,86.49
9/6/2017 16:00:00,87.5
9/7/2017 16:00:00,86.45
9/8/2017 16:00:00,89.61
9/11/2017 16:00:00,91.23
9/12/2017 16:00:00,91.87
9/13/2017 16:00:00,90.94
9/14/2017 16:00:00,90.5
9/15/2017 16:00:00,90.88
9/18/2017 16:00:00,90.48
